,id,tweet,subtask_a,subtask_b,subtask_c
7695,90201,"['going', 'voted', 'november', 'hateful', 'party', 'toast']",NOT,,
7696,93623,"['always', 'victimsame', 'song', 'dance']",NOT,,
7697,76858,"['rumbling', 'thats', 'starting', 'bubble', 'dems', 'arent', 'listening', 'theyre', 'barrelling', 'mistake', 'dems', 'seriously', 'need', 'stop', 'listen', 'rage', 'building', 'like', 'ive', 'never', 'seen', 'silence', 'conservative', 'republican', 'becoming', 'deafening', 'dems', 'need', 'listen']",NOT,,
7698,21525,"['k', 'dog', 'shit']",OFF,UNT,
7699,32689,"['also', 'still', 'behind']",NOT,,
7700,53549,"['oakland', 'line', 'suck']",OFF,TIN,OTH
7701,69656,"['nigga', 'prob', 'made', 'infertile', 'god', 'know', 'germ', 'brought', 'back']",OFF,TIN,IND
7702,90092,"['nah', 'see', 'sideline', 'burst', 'sunday', 'first', 'player', 'care', 'stats', '’', 'need']",NOT,,
7703,69494,"['also', 'time', 'u', 'conservative', 'forget', 'ignore']",NOT,,
7704,78943,"['unhinged', 'liberal', 'scared', 'wont', 'able', 'murder', 'baby', 'demanding', 'normal', 'rational', 'people', 'common', 'sense', 'see', 'fake', 'accusation', 'stall']",OFF,TIN,GRP
7705,75113,"['ok', 'wrong']",NOT,,
7706,33043,"['’', 'next', 'mr', 'hooper', 'retconned', 'pedophile', 'grover', 'becomes', 'trans', 'barkley', 'neutered', 'big', 'bird', 'put', 'med', 'stop', 'seeing', 'snuffy', 'oscar', 'shoot', 'heroin', 'elmo', 'member', 'church', 'satan', 'telly', 'join', 'antifa', 'zoe', 'abortion', 'kermit', 'labeled', 'hate', 'symbol', 'splc', 'url']",NOT,,
7707,45574,"['another', 'blm', 'brat', 'blocking', 'highway', 'antifa', 'thug', 'swinging', 'bike', 'lock', 'come', 'another', 'screamer', 'gallery', 'except', 'childish', 'scoundrel', 'screamed', 'raped', 'sat', 'middle', 'room', 'stuck', 'thumb', 'mouth', 'whined', 'prove', 'wrong']",OFF,TIN,IND
7708,95833,"['wow', 'like', 'lady', 'amp', 'fighter', 'amp', 'blessing']",NOT,,
7709,73651,"['shot', '—', 'killed', '—', 'friday', 'chicago', 'strictest', 'gun', 'control', 'city', 'shooting', 'url', 'chicago', '´', 'weekend', 'death', 'injury', 'count']",NOT,,
7710,48871,"['plenty', 'conservative', 'work', 'afraid', 'share', 'racism', 'hate', 'democrat', 'sickening']",OFF,TIN,GRP
7711,92076,"['like', 'antifa']",NOT,,
7712,55266,"['youre', 'welcome', 'bob', 'hope', 'excellent', 'wednesday']",NOT,,
7713,52325,"['glad', 'see', 'another', 'nfl', 'owner', 'read', 'constitution', 'unlike', 'crybaby', 'fussing', 'peaceful', 'protest', 'freedom', 'expression', 'freedom', 'expression', 'still', 'alive', 'thats', 'one', 'reason', 'america', 'great']",NOT,,
7714,34986,"['fuck', 'as', 'fuck', 'although', 'conservative', 'fucking', 'u', 'as', 'right']",OFF,TIN,IND
7715,70212,"['want', 'bunker', 'one', 'day', 'invited', 'antiantifa']",NOT,,
7716,80581,"['leftist', 'activist', 'biased', 'stop', 'judge', 'cavanaugh', 'need', 'draw', 'picture']",NOT,,
7717,23691,"['done', 'obama']",NOT,,
7718,91170,"['gas', 'bro', '🛵', '💨', '💨', '💨']",NOT,,
7719,95811,"['irony', 'alert', '’', 'thatcher', 'sell', 'council', 'house', 'stock', 'trying', 'replace', 'joke', 'people']",NOT,,
7720,77307,"['seeing', 'content', 'post', 'one', 'pleased', 'legislation', 'regard', 'gun', 'control', 'hand', 'legislation', 'need', 'improved', 'support', 'mental', 'aid', 'individual', 'sectioned']",OFF,TIN,GRP
7721,26981,"['well', 'liberal', 'finally', 'destroyed', 'sesame', 'street', 'whats', 'left']",NOT,,
7722,81786,"['probably', 'shutdown', 'website', 'death', 'threat', 'vote', 'yes', '’', 'likely', 'get', 'lot', 'support', 'maga', 'voter']",OFF,TIN,GRP
7723,86718,"['fortunately', 'rest', 'america', 'swamp', 'washington', 'washington', 'worst', 'place', 'decide', 'whats', 'good', 'america']",OFF,TIN,OTH
7724,27151,"['betting', 'ityou', 'dont', 'choice']",NOT,,
7725,74407,"['exactly', 'incredibly', 'talked', '’', 'excited', 'see', 'tv', 'weekly', '💙', '💙', '’', 'brilliant']",NOT,,
7726,18939,"['logo', 'look', 'awful', 'lot', 'like', 'antifa', 'flag', 'communist', 'flag', 'coincidence', 'much']",NOT,,
7727,91312,"['fn', 'hilarious']",NOT,,
7728,34640,"['democrat', 'continue', 'say', 'rapist', 'democrat', 'say', 'republican', 'allow', 'rapist', 'president', 'isnt', 'unscathed']",OFF,TIN,GRP
7729,31844,"['god', 'never', 'worry', '’', 'powerful']",NOT,,
7730,34118,"['thank', 'greatest', 'president', 'time', 'maga']",NOT,,
7731,10767,"['maga', 'hat', 'would', 'make', 'pic', 'legit']",NOT,,
7732,37532,"['goddamn', 'right', 'side', 'heard', 'want', 'truth', 'kavanaugh', 'republican', 'better', 'put', 'party', 'country']",NOT,,
7733,78177,"['american', 'say', 'nation', 'wrong', 'track', '🇺', '🇸', 'url', 'url']",NOT,,
7734,63497,"['cant', 'believe', 'luigi', 'fucking', 'died', '😘', '😩', '❤', '️']",OFF,TIN,IND
7735,13121,"['farmer', 'thay', 'grows', 'stuff', 'make', 'canola', 'land', 'olakes', 'refuse', 'dilute', 'pure', 'buttermaybe']",NOT,,
7736,32596,"['dont', 'entertain', 'shit']",OFF,UNT,
7737,85413,['right'],NOT,,
7738,38109,"['fuck', 'gain', 'posting', 'private', 'instead', 'public']",NOT,,
7739,67572,['cute'],NOT,,
7740,21059,"['white', 'liberal', 'like', 'colored', 'ilk', 'easily', 'worse', 'bigot', 'nothing', 'coward', 'victimhood', 'enabler', 'want', 'keep', 'kind', 'impoverished', 'via', 'welfare', 'identity', 'politics', 'thank', 'god', 'people', 'seeing', 'evil']",OFF,TIN,IND
7741,32143,"['max', 'bos', 'conservative', '’', 'made', 'weak', 'dud', 'leader', '’', 'happened', 'scheer', 'try', 'cater', 'left', 'wing', 'crazy', 'freedom', 'speech', 'coward', 'take', 'position', 'trudeau', 'nafta']",OFF,TIN,IND
7742,26305,"['mdzs', 'day', 'character', 'deserves', 'love', 'wen', 'ning', 'beautiful', 'innocent', 'person', 'deserves', 'love', 'world', 'personality', 'adorable', 'give', 'need', 'protect', 'adopt', 'url']",NOT,,
7743,74252,"['hello', 'ate', 'soup', 'im', 'tired', 'love']",NOT,,
7744,81249,"['need', 'go', 'away', 'one', 'want', 'see', 'medium', 'advocating', 'gun', 'control', 'unseemly']",OFF,TIN,IND
7745,49768,"['snack', 'making', 'steak', 'later', 'lol']",NOT,,
7746,93277,"['big', 'bos', 'tamil', 'look', 'like', 'janani', 'figured', 'going', 'win', 'focusing', 'ending', 'game', 'dignity', 'finesse', 'seems', 'resigned', 'much', 'enthusiasm', 'anything', 'anyone', 'feel', 'way']",NOT,,
7747,56208,"['lip', 'god', '’', 'ear', 'antonio', 'part', 'let', '’', 'hope', 'conservative', 'part', 'stay', 'vigilant', 'poll', 'dems', 'desperate', 'fraud']",OFF,TIN,IND
7748,19000,"['haha', 'true', 'sad', '’', 'need', 'validation', 'let', 'follower', 'keep', 'spreading', 'hate', 'truth']",NOT,,
7749,64027,"['organized', 'resistance', 'leaking', 'campaign', 'state', 'dept', 'derail', 'maga', 'agenda', 'url', 'via']",NOT,,
7750,16608,"['gold', 'coin', '’', 'cute', '“', 'diamond', 'blue', 'palm', 'tree', '”', 'visionary', 'probably', 'fave', 'production', 'far', 'fave', 'gold', 'coin', 'everywheh']",NOT,,
7751,77672,"['obama', 'holder', 'cop', 'getting', 'killed', 'year', 'hated', 'law', 'enforcement', 'encouraged', 'civil', 'unrest']",OFF,TIN,IND
7752,78556,"['gun', 'control', 'scientist', 'disgrace', 'license', 'publish', 'revoked', '😒']",OFF,TIN,GRP
7753,32097,"['’', 'dumb', 'as']",OFF,TIN,IND
7754,15789,"['man', 'fine']",NOT,,
7755,33570,"['governor', 'state', 'next']",NOT,,
7756,17536,"['funny', 'think', 'sooo', 'importantnot', '😂']",NOT,,
7757,80148,"['president', 'trump', 'god', 'gave', 'u', 'miracle']",NOT,,
7758,55940,"['please', 'bitch', 'get', 'popped', 'end', 'lump', 'like', 'dumb', 'as', 'sister', '💀']",OFF,TIN,IND
7759,84924,"['rus', 'u', 'fuckindead']",NOT,,
7760,38859,"['give', 'rest', 'rice', 'eater', 'maga', 'url']",NOT,,
7761,85636,"['wonder', 'ground', 'seen', 'kaiser', 'ok', 'would', 'went', 'got', 'idgaf', 'worried', 'body', 'building']",NOT,,
7762,65686,"['dont', 'trust']",NOT,,
7763,34708,"['willie', 'lost', 'half', 'fan', 'getting', 'involved', 'politics', 'fan', 'cannot', 'believe', 'support', 'open', 'border', 'gun', 'control', 'smoked', 'much', 'dope', 'guess', 'beta', 'common', 'url']",OFF,TIN,IND
7764,48089,"['veteran', 'u', 'army', 'supported', 'different', 'president', 'different', 'period', 'life', 'gonna', 'sit', 'back', 'watch', 'one', 'man', 'disgrace', 'america', 'like', 'happy', 'support', 'cause', 'good', 'country', 'usa', 'vote', 'blue', 'bring', 'afriend']",NOT,,
7765,67851,"['antifa', 'slim', 'obsessed', 'trump']",NOT,,
7766,19340,"['dubious', 'mortgage', 'lol', 'mean', 'ninja', 'loan', 'subprime', 'borrower', 'bank', 'forced', 'provide', 'democrat', 'liberal', 'citing', 'providing', 'racist', 'discriminating', 'people', 'dont', 'job', 'cmos', 'derivative', 'subprime', 'problem']",OFF,TIN,IND
7767,19727,"['tina', 'thank', '❤', 'im', '💯', 'president', 'trump', '❤', 'maga', '💯', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', 'url']",NOT,,
7768,10582,"['please', 'could', 'author', 'brill', 'article', 'something', 'rescue', 'u', 'brexit', 'remainiac', 'pm', 'enslave', 'u', 'forever', 'unelected', 'commsion', 'federal', 'fanatic', 'plus', 'conservative', 'say', 'farewell', 'gov', 'least', 'yr', 'could', 'trust', 'tory']",NOT,,
7769,16822,"['march', 'life', 'enough', 'enoughwhat', 'say', 'need', 'solves', 'gun', 'special', 'usa', 'fall', 'election', 'focused', 'electing', 'actual', 'gun', 'controldump', 'old', 'dnc', 'gop', 'empowerment', 'action', 'url']",NOT,,
7770,87269,"['uk', 'govt', 'non', 'announcement', 'consistant', 'affordable', 'policy', 'labour', 'conservative', 'decade', 'designed', 'soundbite', 'immediate', 'resource', 'required', 'never', 'likely', 'ever', 'implemented', 'propoganda', 'sadly', 'desired', 'effect']",OFF,UNT,
7771,71084,"['there', 'saying', 'eat', 'aint', 'wanna', 'loose', 'chicken', '😂', 'wanna', 'loose', 'daddy', '💦']",NOT,,
7772,55794,"['fake', 'news', 'right', 'mind', 'would', 'go', 'along', 'nut']",OFF,TIN,IND
7773,90595,"['meme', 'got', '😂', '🇺', '🇸', '😎', 'driving', 'mr', 'feinstein', 'chinese', 'chinesespy', 'california', 'people', 'drain', 'swamp', 'justice', 'clinton', 'email', 'maga', 'wwgwga', 'california', 'wildfire', 'red', 'pill', 'fact', 'matter', 'fact', 'make', 'california', 'great', 'kag', 'dnc', 'liberal', 'logic', 'truth', 'msm', 'fact', 'url']",NOT,,
7774,57622,"['standard', 'trudeau', '“', 'liberal', '”', 'emotional', 'manipulation', 'canadian', 'think', 'canadian', 'stupid']",OFF,TIN,GRP
7775,39339,"['tuesday', 'thought', 'got', 'gut', 'feeling', 'twitter', 'gunsight', 'government', 'president', 'trump', 'antitrust', 'violation', 'censoring', 'shaddowbanning', 'conservative', 'watch', 'big', 'news', 'coming', 'soon']",NOT,,
7776,44526,"['leader', 'must', 'much', 'gun', 'control', 'overall', 'protect', 'young', 'people']",NOT,,
7777,57816,"['without', 'prior', 'existence', 'fascism', 'antifa', 'would', 'raison', 'detre', 'end', 'fascism', 'antifa', 'go', 'away']",NOT,,
7778,57027,"['w', 'empathy', 'regret', 'may', 'badineffective', 'president', 'way', 'presidential', 'trump', 'could', 'ever', 'hope']",OFF,TIN,IND
7779,15058,"['energy', 'independenceits', 'thank']",NOT,,
7780,43068,"['st', 'pic', 'oh', 'god', 'batman', 'v', 'superman', 'trailer', 'awesome', 'nd', 'pic', 'oh', 'god', 'bvs', 'awesome', 'rd', 'pic', 'oh', 'dont', 'like', 'bv', 'call', 'shit', 'movie', 'well', 'bitch', 'th', 'pic', 'oh', 'zack', 'fired', 'henry', 'left', 'ben', 'leaving']",OFF,TIN,IND
7781,42064,"['believe', 'one', 'step', 'worse', 'according', 'expert', 'sociopath', 'malignant', 'narcissist']",OFF,UNT,
7782,49204,"['aaron', 'rodgers', 'never', 'win', 'ring', 'rest', 'sad', 'as', 'career', 'hope', 'regular', 'season', 'heroic', 'cause', 'thats', 'good', 'nice', 'day']",OFF,TIN,IND
7783,42797,"['would', 'better', 'call', 'faux', 'liberalsfox', 'liberal', 'bc', 'word', 'liberal', 'bad', 'moral', 'philosophy', 'amp', 'dont', 'want', 'word', 'tainted', 'people', 'dont', 'know', 'actual', 'definition', 'look', 'word', 'feminism', 'society', 'changed', 'meaning', 'something', 'negative']",NOT,,
7784,27877,"['becoming', 'unhinged', 'game']",NOT,,
7785,90104,"['pearl', 'bhaiya', 'amazing']",NOT,,
7786,10528,"['people', 'change', 'time', 'president', 'change', 'stance', 'gun', 'control', 'first', 'campaign', 'perhaps', 'kaepernick', 'embraced', 'issue', 'read', 'history', 'subject', 'history', 'dont', 'seem', 'acknowledge']",NOT,,
7787,92835,"['good', 'bit', 'miss', 'guided', 'follow', 'guy', 'seems', 'like', 'idiot', 'amp', 'crock', 'think', 'perfect', 'even', 'though', 'multiple', 'investigation', 'disagree', 'im', 'still', 'looking', 'better', 'role', 'model', 'america', 'cya']",OFF,TIN,IND
7788,55037,"['lol', 'correct']",NOT,,
7789,94038,"['offer', 'different', 'view', 'liberal', 'outnumber', 'conservative', 'university', 'url', 'url']",NOT,,
7790,35878,"['fuck', '’', 'start', 'working', 'man', 'steel', 'sequel', 'soon', 'whole', 'dceu', 'irreversibly', 'go', 'shit']",OFF,TIN,IND
7791,70467,"['hmm', '’', 'biblical', 'may', 'want', 'ask', 'god', 'right', '’', 'pretty', 'sure', '’', 'supposed', 'get', 'church', '“', 'people', '”', '’', 'care', 'around', '’', 'persecution', '😂']",NOT,,
7792,53003,"['oh', 'gonna', 'get', 'antifa', 'idiot', 'shot', 'fast', '😂', '😂', 'dont', 'even', 'realize', 'gun', 'owner', 'usually', 'really', 'aware', 'whats', 'going', 'around']",OFF,TIN,GRP
7793,93937,"['favorite', 'play', 'genocide', 'path', 'mass', 'murderer', 'real', 'life']",OFF,TIN,IND
7794,32846,"['think', 'know', 'going', 'lose', 'anyway', 'nothing', 'lose', 'battle', 'like', 'suicide', 'bomber', 'think', 'tactically', 'unfortunately', 'lie', 'stay', 'news']",OFF,TIN,OTH
7795,40951,"['agree', 'antifa', 'nutjobs', 'arrested', 'start', 'trouble']",OFF,TIN,GRP
7796,86258,"['case', 'anyone', 'missed', '🙂', '🙂', '😀', '😀', '😄', '😄', '😂', '😂', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', 'maga', 'trump', 'url']",NOT,,
7797,82256,"['prepared', 'say', 'dont', 'remember', 'time', 'liberal', 'believe', 'b']",OFF,TIN,GRP
7798,45715,"['planned', 'parenthood', 'provides', 'million', 'contraception', 'thereby', 'eliminating', 'unplanned', 'pregnancy', 'unplanned', 'pregnancy', '’', 'potentially', 'result', 'abortion', 'conservative', 'posse', 'critical', 'thinking', 'skill', 'whatsoever']",NOT,,
7799,12795,"['gun', 'control', 'enough', 'enough']",OFF,UNT,
7800,37008,"['gotta', 'prove', 'world', 'bale']",NOT,,
7801,52613,"['conservative', 'try', 'preserve', 'institution', 'young', 'people', 'constantly', 'trying', 'destroy', 'aging', 'left', 'brainwash', 'taking', 'action', 'young', 'people', 'conception', 'sense', 'maintaining', 'effective', 'system', 'connected', 'destructive', 'impuse']",NOT,,
7802,96446,"['go', 'head', 'switch', 'nike', 'gun', 'control', 'url']",NOT,,
7803,62079,"['lost', 'soul', 'father', 'fked', 'real', 'good']",OFF,TIN,IND
7804,29704,"['sorry', 'hear', 'chris', 'big', 'part', 'wp', 'family', 'admire', 'fight', 'strength', 'battle', 'disease', 'word', 'express', 'sorry', 'dealing', 'al', 'truly', 'hope', 'cure', 'found', 'one', 'day']",NOT,,
7805,55641,"['liberal', 'dictionary', 'illegal', 'immigrant', 'dreamer', 'trump', 'supporter', 'deplorables', 'm', 'killer', 'human', 'being', 'human', 'being', 'womb', 'human', 'being', 'antifa', 'protestors', 'law', 'abiding', 'nra', 'membbbqers', 'terrorist', 'bill', 'clinton', 'feminist', 'brett', 'kavanaugh', 'predator']",NOT,,
7806,58269,"['good', 'example', 'democrat', 'gun', 'control', 'url']",NOT,,
7807,84693,['nut'],OFF,TIN,IND
7808,63759,"['’', 'talking', 'sense', '’', 'follow', 'industry', 'expert', 'listentoindustry']",NOT,,
7809,26590,"['every', 'comedian', 'suddenly', 'die']",NOT,,
7810,99477,"['hopefully', 'wont', 'learn', 'lessonand', 'better', 'gun', 'control', 'thenif', 'something', 'happened', 'could', 'end', 'jailthat', 'doesnt', 'seem', 'funhope', 'turn', 'life', 'around', 'better', 'go', 'foster', 'care']",NOT,,
7811,56766,"['followed', 'truly', 'breathtaking', 'amazing', 'woman', 'follow']",NOT,,
7812,42055,"['see', 'support', 'gun', 'control', '😀']",OFF,TIN,IND
7813,45622,"['prosecuted', 'fullest', 'extent', 'law', 'tragic', 'waste', 'beautiful', 'person', 'incompetency', 'hasty', 'judgement', 'ruined', 'family', 'friend', 'life', 'know', 'devastated', 'little', 'comfort', 'loved', 'one', '😔', '🙏', '🏼']",OFF,TIN,IND
7814,64745,"['swear', 'nigga', 'make', 'wanna', 'turn', 'phone']",OFF,TIN,GRP
7815,26181,"['youre', 'part', 'problem', 'regressive', 'liberal', 'drain', 'swamp', 'url']",NOT,,
7816,36762,[],NOT,,
7817,84385,"['job', 'description', 'charge', 'big', 'door', 'thats', 'likely', 'point', 'entry', 'antifa', 'hacker', 'doxx', 'equipment', 'quite', 'cumbersome']",NOT,,
7818,18105,"['nothing', 'opportunity', 'liberal', 'crate', 'false', 'headline', 'cherry', 'picking', 'statement', 'distorting', 'meaning', 'stall', 'tactic', 'deflection', 'reality']",NOT,,
7819,30765,"['tuna', 'beef', 'brisket', 'thought', 'liberal', 'vegan']",NOT,,
7820,42735,"['stop', 'kavanaugh', 'believe', 'woman', 'except', 'support', 'kavanaugh', 'url', 'tcot', 'maga', 'red', 'nation', 'rising']",NOT,,
7821,78670,"['conservative', 'gun', 'person', 'believe', 'need', 'become', 'one', 'nov', 'election', 'dont', 'go', 'well', 'dishonest', 'dems', 'think', 'violence', 'get', 'worse', 'conservative', 'need', 'able', 'defend', 'loved', 'one']",OFF,TIN,GRP
7822,84691,['yes'],NOT,,
7823,98344,"['encore', 'say', 'every', 'western', 'country', '’', 'eliminated', 'mass', 'shooting', 'effective', 'gun', 'control', 'lying', 'would', 'fitting']",OFF,TIN,GRP
7824,39642,"['libs', 'v', 'conservative', 'simple']",NOT,,
7825,53564,"['anarchist', 'nefarious', 'treason', 'invading', 'free', 'america', 'antifa']",OFF,TIN,GRP
7826,13230,"['even', 'obama', 'trade', 'rep', 'acknowledges', 'trump', 'cleaning', 'old', 'global', 'trade', 'mess', 'url', 'maga', 'make', 'america', 'great', 'makeamericaamericaagain', 'makeamericastrongagain', 'makeamericasafeagain', 'makeamericasaneagain']",OFF,UNT,
7827,10734,"['myth', 'democratic', 'socialism', 'debunked', 'url', 'maga', 'kag']",OFF,TIN,IND
7828,57671,"['state', 'level', 'crime', 'alleged', 'offender', 'juvenile', 'silly', 'liberal', 'crime', 'committed', 'kavanaugh', 'probably', 'one', 'liar', 'ford', 'democrat', 'dividing', 'destroying', 'america', 'democrat', 'hate', 'america']",OFF,TIN,GRP
7829,44764,"['thank', 'explaining', 'succinctly', 'second', 'referendum', 'would', 'used', 'rewrite', 'question', 'manipulate', 'answer', 'order', 'clingvto', 'power', 'peoplesvote', 'url']",NOT,,
7830,63834,"['th', 'demension']",NOT,,
7831,85121,"['wasnt', 'aware', 'big', 'money', 'sensible', 'gun', 'control', '🤔']",NOT,,
7832,67478,"['cfb', 'tbt', 'pm', 'scheduled', 'tonight', 'check', 'url']",NOT,,
7833,75100,"['gop', 'blood', 'hand', 'gun', 'control']",OFF,TIN,IND
7834,34193,"['thing', 'fascist', 'left', 'antifa', 'anarchist', 'socialist', 'democrat', 'folk', 'right', 'embrace', 'authoritarianism', 'fascism', 'look', 'trump', 'attack', 'institution', 'rule', 'law', 'fluff', 'putin']",OFF,TIN,IND
7835,14922,"['’', 'definition', 'mass', 'shooting', 'headline', 'nationally', 'locally', 'one', 'gun', 'death', '—', 'every', 'single', 'one', '—', 'make', 'headline', 'australia', 'tell', 'mass', 'carnage', 'happened', 'gun', 'control', 'imposed', 'link', 'reputable', 'source', 'please']",NOT,,
7836,83216,"['keep', 'banging', 'nationalist', 'nonsense', 'democrat', 'win', 'midterm', 'raise', 'tax', 'youll', 'able', 'get', 'page', 'everyone', 'else', 'universal', 'health', 'care', 'gun', 'control', 'save', 'countless', 'life', 'trumpsters', 'like', 'learn', 'eventually']",OFF,TIN,GRP
7837,94359,"['dont', 'liberal', 'understand', 'allegation', 'drunk', 'teenager', 'dont', 'sex', 'federal', 'crime', 'golly', 'moses', 'wrong', 'people']",NOT,,
7838,30516,['bull'],NOT,,
7839,31832,"['guess', 'need', 'double', 'donation', 'protect', 'constitution', 'bill', 'right', 'fast', 'company', '‘', 'gun', 'control', 'group', '’', 'donation', 'hurt', 'everyone', 'agrees', '’', 'truth', 'gun', 'url']",NOT,,
7840,63384,"['dick', 'durbin', 'figure', 'lie', 'often', 'enough', 'people', 'start', 'believe', 'right', 'leftist', 'dictatorship', 'playbook']",OFF,TIN,IND
7841,22088,"['roeselare', 'conservative', 'wrong', 'wrong', 'left', 'url']",NOT,,
7842,40932,"['another', 'liar', 'broke', 'oath']",NOT,,
7843,88928,['sexy'],OFF,TIN,IND
7844,21615,"['think', 'racist', 'touch', 'reality', 'treat', 'presidency', 'like', 'reality', 'show', '’', 'starring', 'empathy', 'suffering', 'narcissism', 'ability', 'tell', 'truth', 'may', 'mentally', 'incapable', 'president', 'country', 'url']",OFF,TIN,IND
7845,33684,"['fired', 'arrested', 'clearly', 'using', 'drug', 'job']",OFF,TIN,IND
7846,22963,"['well', 'osuna', 'he', 'as', 'really', 'sure', 'went', 'claiming', 'punch', 'woman', 'sir', 'asshole', 'completely', 'wrong', 'tweet', 'nothing', 'osuna', 'clear', 'fact', 'giles', 'punch', 'suck']",OFF,TIN,IND
7847,40326,"['antifa', 'telling', 'people', 'go', 'back', 'sleep', 'horrifying']",NOT,,
7848,54590,"['would', 'interesting', 'study', 'people', 'gullible', 'victorian', 'timeswith', 'rising', 'antifa']",NOT,,
7849,16379,"['liberal', 'take', 'athlete', 'berating', 'official', 'turn', 'sexism', 'sjw', 'issue', 'liberal', 'ruin', 'everything', 'putting', 'politics', 'everything']",NOT,,
7850,46169,"['ive', 'already', 'listened', 'like', 'time', 'fucking', 'well', 'made']",NOT,,
7851,98709,"['kick', 'absolute', 'shite', 'car']",OFF,TIN,OTH
7852,85350,"['correct', 'one', 'lrt', 'line', 'doesnt', 'overall', 'plan', 'transit', 'plan', 'need', 'start', 'usually', 'back', 'bone', 'line', 'expand', 'upon', 'tie', 'part', 'start', 'heavily', 'used', 'corridor', 'funded', 'ont', 'government']",NOT,,
7853,34349,"['good', 'example', 'cant', 'ban', 'ar', 'someone', 'couldve', 'used', 'gun', 'control', 'pussy']",OFF,UNT,
7854,54287,"['’', 'opening', 'night', '🙌', '👍']",NOT,,
7855,16279,"['gtnew', 'people', 'army', 'philippine', 'helped', 'antifa', 'usa', 'vice', 'versa', 'suggest', 'send', 'philippine', 'government', 'contingent', 'need', 'know']",NOT,,
7856,86153,"['wont', 'he', 'grotesquely', 'fat', 'look', 'like', 'never', 'take', 'bath', 'could', 'go', 'time']",OFF,TIN,IND
7857,34896,"['thanks', 'open', 'border', 'gun', 'control', 'texas']",NOT,,
7858,11903,"['lol', 'year', 'old', 'home', 'today', 'ad', 'well', 'tear', 'receiving', 'star', 'week', 'award', 'miss']",NOT,,
7859,49059,"['tbh', 'could', 'stop', 'spreading', 'rumor', 'false', 'news', 'hurt', 'enough', 'dont', 'need', 'shit']",OFF,TIN,OTH
7860,32450,"['shit', 'hurt', '😞', '😞']",OFF,UNT,
7861,63195,"['obama', 'done', 'nothing', 'fix', 'problem', 'office', 'going', 'telling', 'story', 'trump', 'able', 'restore', 'hope', 'gun', 'control']",OFF,TIN,IND
7862,28502,"['preach', 'god', 'people', 'deserve', 'better', 'url']",NOT,,
7863,66981,"['disgusting', 'need', 'ousted', 'get', 'politics', 'schumer', 'corrupt', 'kind', 'politician', 'american', 'tired', 'led', 'country', 'thrive', 'brett', 'kavanaugh', 'voted', 'american', 'stand']",OFF,TIN,IND
7864,69677,['kidding'],NOT,,
7865,77378,"['ultimately', 'defense', 'kavanaugh', 'republican', 'conservative', 'medium', 'public', 'manifestation', 'america', 'rape', 'culture', 'latter', 'neither', 'colorblind', 'race', 'neutral']",NOT,,
7866,69703,"['oh', 'fuck']",OFF,UNT,
7867,75568,"['oops', 'guess', 'liberal', 'call', 'racist', 'nazi', 'along', 'name', 'book']",NOT,,
7868,16718,"['thought', 'krebs', 'trial', 'couldnt', 'say', 'one', 'way', 'effective', 'usual', 'giving', 'money', 'friend']",NOT,,
7869,93456,"['even', 'chris', 'evert', 'said', 'people', 'normally', 'wise', 'stop', 'first', 'warning', 'second', 'warning', 'serena', 'kept', 'going', 'suck', 'ended', 'way', 'keep', 'arguing', 'making', 'comment', 'second', 'warning', 'expecting']",OFF,TIN,IND
7870,48024,"['awww', 'look', 'cute', '😁', '😜']",NOT,,
7871,78271,"['raise', 'hand', '’', 'boomer', 'going', 'fall', 'next', 'resistance', 'grift', 'url']",NOT,,
7872,80586,"['wonderful', 'fremino']",NOT,,
7873,11604,"['going', 'shake', 'church', 'ground']",NOT,,
7874,92656,"['telling', 'senator', 'cory', '“', 'spartacus', '”', 'booker', 'stop', 'taking', 'money', 'big', 'pharma', 'aarp', 'stop', 'biased', 'towards', 'liberal', 'remember', 'customer', 'republican']",NOT,,
7875,84884,"['fool', 'respect']",OFF,TIN,IND
7876,40794,"['reported', 'inciting', 'violence', 'trump', 'supporter', 'making', 'list', 'target', 'trump', 'supporter', 'antifa']",NOT,,
7877,15375,"['fucking', 'league', 'football', 'hahahah', 'url']",OFF,TIN,IND
7878,54929,"['guilty', 'old', 'perv']",OFF,TIN,IND
7879,77963,"['yet', 'liberal', 'keep', 'piling', 'people', 'country', 'like', 'ideal', 'like', 'preach', 'upon', 'u', 'woman', 'right', 'respect', 'doesnt', 'make', 'sense', 'double', 'talk']",NOT,,
7880,26677,"['antifa', 'brain', 'child', 'democ', 'rat', 'democrat', 'hate', 'america', 'democrat', 'antifa']",NOT,,
7881,64773,"['noticed', 'twitter', 'block', 'anything', 'certain', 'billionaire', 'buy', 'people', 'accuse', 'conservative', 'wrong']",NOT,,
7882,44712,"['love', 'way', 'leona', 'alleslev', 'seen', 'liberal', 'undoubtedly', 'seen', 'destruction', 'choice', 'service', 'country', 'trudeaus', 'father', 'started', 'destruction', 'hasnt', 'changed', 'junior', 'goal', 'destruction', 'either', 'thank', 'joining', 'u']",NOT,,
7883,91115,['thank'],NOT,,
7884,72921,"['good', 'head', 'case', 'go', 'get', 'passrusher']",NOT,,
